movie,genre,gross,tickets_sold
The Booksellers,Documentary,"$25,694 ","2,801"
Unsubscribe,,"$25,488 ","2,779"
Disappearance at Clifton Hill,Thriller/Suspense,"$25,084 ","2,735"
Heart of Africa,Drama,"$24,139 ","2,632"
Premature,Drama,"$23,071 ","2,515"
Promare,Adventure,"$23,053 ","2,513"
"Phoenix, Oregon",Comedy,"$22,755 ","2,481"
The Innocent (1979) (Re-Rel...,Drama,"$22,549 ","2,458"
Midnight Family,Documentary,"$22,327 ","2,434"
Tar,Horror,"$22,307 ","2,432"
I Propose We Never See Each...,Romantic Comedy,"$21,757 ","2,372"
Pandora and the Flying Dutc...,Drama,"$21,536 ","2,348"
Hunter Hunter,Horror,"$21,296 ","2,322"
Young Ahmed,Drama,"$21,291 ","2,321"
The Cordillera of Dreams,Documentary,"$20,943 ","2,283"
Lore,Thriller/Suspense,"$20,006 ","2,181"
Quarantine Cat Film Fest,Documentary,"$20,000 ","2,181"
Synonyms,Drama,"$19,521 ","2,128"
Mandy,Thriller/Suspense,"$19,169 ","2,090"
Recorder: The Marion Stokes...,Documentary,"$19,109 ","2,083"
Foster Boy,Drama,"$19,046 ","2,076"
Sputnik,Horror,"$18,853 ","2,055"
The Jesus Rolls,Comedy,"$18,169 ","1,981"
Sh*thouse,Comedy,"$18,148 ","1,979"
Downtown 81,Drama,"$17,605 ","1,919"
The Cave,Documentary,"$17,529 ","1,911"
Balloon,Thriller/Suspense,"$17,430 ","1,900"
"Never, Rarely, Sometimes, A...",Drama,"$16,565 ","1,806"
Centigrade,Thriller/Suspense,"$16,263 ","1,773"
Made in Hong Kong,Comedy,"$16,255 ","1,772"
Branagh Theatre Live: The W...,Drama,"$15,789 ","1,721"
Strike,Adventure,"$15,758 ","1,718"
Counter Column,Drama,"$15,527 ","1,693"
Zappa,Documentary,"$15,502 ","1,690"
Vitalina Varela,Drama,"$14,941 ","1,629"
"I Was at Home, But...",Drama,"$14,078 ","1,535"
Pahokee,Documentary,"$13,250 ","1,444"
The Wild Goose Lake,Thriller/Suspense,"$12,573 ","1,371"
Killer Raccoons 2: Dark Chr...,Comedy,"$12,382 ","1,350"
Those Who Remained,Drama,"$11,862 ","1,293"
Redoubt,Thriller/Suspense,"$11,599 ","1,264"
Twiceborn,Drama,"$11,527 ","1,257"
Les Misérables - The Staged...,Concert/Perfor...,"$11,394 ","1,242"
Powerbomb,Thriller/Suspense,"$11,319 ","1,234"
Lost in America,Documentary,"$11,301 ","1,232"
Charlie's Angels,Action,"$11,125 ","1,213"
You go to my Head,Drama,"$10,683 ","1,164"
Circles: The Restorative Ju...,Documentary,"$10,260 ","1,118"
Coded Bias,Documentary,"$10,236 ","1,116"
The Last Tree,Drama,"$10,128 ","1,104"
Guest Artist,Drama,"$10,017 ","1,092"
Foosballers,Documentary,"$9,966 ","1,086"
The Truth,Drama,"$9,619 ","1,048"
Just One More Kiss,Drama,"$9,130 ",995
Stardust,Drama,"$9,087 ",990
Kindred,Thriller/Suspense,"$8,921 ",972
The Trip to Greece,Comedy,"$8,340 ",909
Inside the Rain,Romantic Comedy,"$8,140 ",887
The Wave,Thriller/Suspense,"$8,101 ",883
Kind Hearts and Coronets,Black Comedy,"$8,055 ",878
The Artist's Wife,Drama,"$7,818 ",852
Advocate,Documentary,"$7,790 ",849
Linda Ronstadt: The Sound o...,Documentary,"$7,763 ",846
The Bra,Comedy,"$7,742 ",844
I Am Greta,Documentary,"$7,574 ",825
Lie Exposed,Drama,"$7,467 ",814
Resistance,Drama,"$7,464 ",813
The Kingmaker,Documentary,"$7,334 ",799
What We Found,Thriller/Suspense,"$6,975 ",760
I Am Lisa,Horror,"$6,949 ",757
12 Hour Shift,Thriller/Suspense,"$6,820 ",743
Human Capital,Drama,"$6,596 ",719
Afterward,Documentary,"$6,477 ",706
In the Life of Music,Drama,"$6,181 ",674
Blood Widow,Thriller/Suspense,"$6,047 ",659
The Other Lamb,Drama,"$6,024 ",656
Find Your Voice,Comedy,"$6,019 ",656
Herself,Drama,"$6,000 ",654
By the Grace of God,Drama,"$5,980 ",652
Sex and the Future,Comedy,"$5,727 ",624
Human Nature,Documentary,"$5,487 ",598
Made in Bangladesh,Drama,"$5,322 ",580
Bang Bang,Drama,"$5,042 ",549
Alice,Comedy,"$5,000 ",545
Ottolenghi and the Cakes of...,Documentary,"$4,962 ",541
Last Call,Drama,"$4,894 ",533
Farewell Amor,Drama,"$4,689 ",511
The Disappearance of my Mother,Documentary,"$4,658 ",507
No Ordinary Love,Thriller/Suspense,"$4,656 ",507
Babyteeth,Drama,"$4,507 ",491
Monero Means Money: Cryptoc...,Documentary,"$4,470 ",487
Tremors,Drama,"$4,349 ",474
Give Me Liberty,Comedy,"$4,134 ",450
Dear Santa,Documentary,"$4,109 ",448
Straight Up,Romantic Comedy,"$4,075 ",444
Countdown,Horror,"$3,953 ",431
Stuffed,Documentary,"$3,849 ",419
King's Gambit,Thriller/Suspense,"$3,816 ",416
The Roads Not Taken,Drama,"$3,518 ",383
IP Man: Kung Fu Master,Action,"$3,439 ",375
Mr. Klein,Drama,"$3,310 ",360
Chinese Portrait,Documentary,"$2,894 ",315
I'll Take Your Dead,Horror,"$2,831 ",308
A Rainy Day in New York,Romantic Comedy,"$2,744 ",299
Crock of Gold: A Few Rounds...,Documentary,"$2,455 ",267
Light From Light,Drama,"$2,448 ",266
Horror Nights,Horror,"$2,415 ",263
Goldie,Drama,"$2,302 ",251
"Amigo Skate, Cuba",Documentary,"$2,232 ",243
The Shade Shepherd,Thriller/Suspense,"$2,116 ",230
The Transcendents,Thriller/Suspense,"$2,041 ",222
A Mermaid in Paris,Romantic Comedy,"$1,988 ",216
The Bay of Silence,Thriller/Suspense,"$1,941 ",211
Edie,Drama,"$1,652 ",180
American Dharma,Documentary,"$1,641 ",178
The Fox Hunter,Comedy,"$1,577 ",171
Be Natural: The Untold Stor...,Documentary,"$1,467 ",159
The Painted Bird,Drama,"$1,460 ",159
Little Joe,Drama,"$1,440 ",157
Queen of the Capital,Documentary,"$1,269 ",138
Christ Stopped at Eboli,Drama,"$1,258 ",137
Evergreen,Drama,"$1,193 ",130
Fear PHarm,Comedy,"$1,157 ",126
PLAYMOBIL,Adventure,"$1,123 ",122
Hai Tang Hong,Drama,"$1,107 ",120
The Gliksmans,Comedy,"$1,086 ",118
Parallel Policy,Documentary,"$1,070 ",116
Spiral Farm,Drama,"$1,042 ",113
John Wick: Chapter 3 - Para...,Action,"$1,040 ",113
Another Round,Drama,$938 ,102
10 Days With Dad,Comedy,$856 ,93
Hustlers,Drama,$612 ,66
Night Shift,Drama,$534 ,58
Mickey and the Bear,Drama,$528 ,57
Granny Nanny,Comedy,$432 ,47
Sol,Comedy,$327 ,35
Love by Drowning,Drama,$267 ,29
St. Patrick's Day,Educational,$260 ,28
It's For Your Own Good,Comedy,$256 ,27
A German Youth,Documentary,$166 ,18
Spider-Man: No Way Home,Action,"$572,984,769 ","62,484,708"
Shang-Chi and the Legend of...,Action,"$224,543,292 ","24,486,728"
Venom: Let There be Carnage,Action,"$212,609,036 ","23,185,282"
Black Widow,Action,"$183,651,655 ","20,027,443"
F9: The Fast Saga,Action,"$173,005,945 ","18,866,515"
Eternals,Action,"$164,694,432 ","17,960,134"
No Time to Die,Action,"$160,772,007 ","17,532,388"
A Quiet Place: Part II,Horror,"$160,215,764 ","17,471,730"
Ghostbusters: Afterlife,Comedy,"$122,378,960 ","13,345,579"
Free Guy,Action,"$121,626,598 ","13,263,533"
Jungle Cruise,Adventure,"$116,987,516 ","12,757,635"
Dune,Action,"$107,176,143 ","11,687,693"
Godzilla vs. Kong,Action,"$100,916,094 ","11,005,027"
Halloween Kills,Horror,"$92,002,155 ","10,032,950"
Encanto,Adventure,"$90,628,329 ","9,883,133"
Cruella,Comedy,"$86,103,234 ","9,389,666"
Sing 2,Adventure,"$76,483,155 ","8,340,584"
Space Jam: A New Legacy,Comedy,"$70,592,228 ","7,698,171"
The Conjuring: The Devil Ma...,Horror,"$65,631,050 ","7,157,148"
Candyman,Horror,"$61,186,570 ","6,672,472"
The Boss Baby: Family Business,Adventure,"$57,300,280 ","6,248,667"
The Addams Family 2,Adventure,"$56,489,153 ","6,160,212"
The Suicide Squad,Action,"$55,817,425 ","6,086,960"
Raya and the Last Dragon,Adventure,"$54,723,032 ","5,967,615"
Demon Slayer The Movie: Mug...,Adventure,"$49,888,502 ","5,440,403"
House of Gucci,Drama,"$49,023,527 ","5,346,077"
Clifford the Big Red Dog,Adventure,"$48,947,356 ","5,337,771"
Old,Thriller/Suspense,"$48,276,510 ","5,264,614"
Tom and Jerry,Adventure,"$46,536,687 ","5,074,884"
The Forever Purge,Horror,"$44,539,245 ","4,857,061"
Mortal Kombat,Action,"$42,326,031 ","4,615,707"
Peter Rabbit 2: The Runaway,Adventure,"$40,501,717 ","4,416,763"
PAW Patrol: The Movie,Adventure,"$40,127,371 ","4,375,940"
The Hitman's Wife's Bodygua...,Comedy,"$38,014,727 ","4,145,554"
Don't Breathe 2,Horror,"$32,638,038 ","3,559,219"
In the Heights,Musical,"$29,975,167 ","3,268,830"
Snake Eyes: G.I. Joe Origins,Action,"$28,264,325 ","3,082,260"
West Side Story,Musical,"$28,169,248 ","3,071,892"
The Matrix Resurrections,Action,"$28,134,634 ","3,068,117"
Nobody,Thriller/Suspense,"$27,568,035 ","3,006,329"
Wrath of Man,Action,"$27,466,489 ","2,995,255"
The Croods: A New Age,Adventure,"$26,234,535 ","2,860,909"
Escape Room: Tournament of ...,Horror,"$25,314,753 ","2,760,606"
Respect,Drama,"$24,278,399 ","2,647,589"
Wonder Woman 1984,Action,"$23,791,725 ","2,594,517"
Spiral,Horror,"$23,216,862 ","2,531,828"
Ron's Gone Wrong,Adventure,"$23,009,270 ","2,509,190"
Spirit Untamed,Adventure,"$17,716,215 ","1,931,975"
The Green Knight,Adventure,"$17,173,321 ","1,872,772"
Resident Evil: Welcome to R...,Horror,"$16,923,891 ","1,845,572"
The King's Man,Action,"$16,258,724 ","1,773,034"
The French Dispatch,Comedy,"$15,976,770 ","1,742,287"
The Marksman,Action,"$15,566,093 ","1,697,501"
The Unholy,Horror,"$15,532,137 ","1,693,799"
The Little Things,Thriller/Suspense,"$15,342,746 ","1,673,146"
Dear Evan Hansen,Musical,"$15,002,646 ","1,636,057"
King Richard,Drama,"$14,730,278 ","1,606,355"
Stillwater,Drama,"$14,465,535 ","1,577,485"
Malignant,Horror,"$13,391,791 ","1,460,392"
Christmas with the Chosen: ...,Concert/Perfor...,"$13,388,000 ","1,459,978"
Chaos Walking,Action,"$13,287,908 ","1,449,063"
American Underdog: The Kurt...,Drama,"$12,213,600 ","1,331,908"
The Last Duel,Drama,"$10,853,945 ","1,183,636"
Antlers,Horror,"$10,619,670 ","1,158,088"
Cry Macho,Drama,"$10,310,734 ","1,124,398"
Monster Hunter,Action,"$10,144,067 ","1,106,223"
Last Night in Soho,Thriller/Suspense,"$10,127,625 ","1,104,430"
My Hero Academia: World Her...,Adventure,"$9,767,647 ","1,065,174"
News of the World,Western,"$8,951,155 ","976,135"
The Many Saints of Newark,Drama,"$8,237,403 ","898,299"
Dazed and Confused,Comedy,"$7,961,889 ","868,253"
Nightmare Alley,Thriller/Suspense,"$7,580,143 ","826,624"
The Protégé,Action,"$7,446,823 ","812,085"
Those Who Wish Me Dead,Thriller/Suspense,"$7,407,200 ","807,764"
The Night House,Horror,"$7,100,581 ","774,327"
Spencer,Drama,"$7,086,632 ","772,806"
Belfast,Drama,"$6,885,925 ","750,919"
The Courier,Thriller/Suspense,"$6,613,432 ","721,203"
Licorice Pizza,Drama,"$6,382,891 ","696,062"
Judas and the Black Messiah,Drama,"$5,478,009 ","597,384"
Roadrunner: A Film About An...,Documentary,"$5,354,970 ","583,966"
Promising Young Woman,Black Comedy,"$5,252,785 ","572,823"
CopShop,Action,"$5,213,243 ","568,510"
Zola,Drama,"$4,844,399 ","528,287"
Separation,Horror,"$4,509,143 ","491,727"
Boogie,Drama,"$4,178,620 ","455,684"
A Journal for Jordan,Drama,"$3,905,919 ","425,945"
Reminiscence,Thriller/Suspense,"$3,900,193 ","425,321"
12 Mighty Orphans,Drama,"$3,688,723 ","402,259"
Fatale,Thriller/Suspense,"$3,217,203 ","350,840"
Pig,Drama,"$3,186,667 ","347,510"
The Girl Who Believes In Mi...,Drama,"$3,163,362 ","344,968"
Voyagers,Thriller/Suspense,"$3,149,935 ","343,504"
Minari,Drama,"$2,964,816 ","323,316"
Dream Horse,Drama,"$2,913,328 ","317,702"
The House Next Door: Meet t...,Comedy,"$2,893,660 ","315,557"
Here Today,Comedy,"$2,807,494 ","306,161"
Finding You,Drama,"$2,753,985 ","300,325"
Lamb,Drama,"$2,676,410 ","291,865"
The Card Counter,Thriller/Suspense,"$2,652,315 ","289,238"
Land,Drama,"$2,577,830 ","281,116"
The War with Grandpa,Comedy,"$2,416,285 ","263,498"
The Eyes of Tammy Faye,Drama,"$2,404,127 ","262,173"
"Summer of Soul (...Or, When t...",Documentary,"$2,320,649 ","253,069"
Scoob!,Adventure,"$2,188,425 ","238,650"
Nomadland,Drama,"$2,180,000 ","237,732"
After We Fell,Drama,"$2,170,750 ","236,723"
The Father,Drama,"$2,120,992 ","231,296"
C'mon C'mon,Drama,"$1,985,585 ","216,530"
Queen Bees,Comedy,"$1,926,706 ","210,109"
Show Me the Father,Documentary,"$1,803,226 ","196,644"
Profile,Thriller/Suspense,"$1,744,740 ","190,266"
Titane,Horror,"$1,442,988 ","157,359"
Together Together,Comedy,"$1,436,324 ","156,632"
Joe Bell,Drama,"$1,405,488 ","153,270"
Honsla Rakh,Comedy,"$1,319,170 ","143,857"
Wrong Turn,Horror,"$1,251,184 ","136,443"
Scott Pilgrim vs. The World,Comedy,"$1,229,784 ","134,109"
CS Lewis: The Most Reluctan...,Drama,"$1,205,000 ","131,406"
God's Not Dead: We the Peop...,Drama,"$1,170,387 ","127,632"
In the Earth,Horror,"$1,113,722 ","121,452"
Pinocchio,Adventure,"$1,049,163 ","114,412"
True To The Game 3,Thriller/Suspense,"$1,038,255 ","113,223"
Long Weekend,Romantic Comedy,"$1,018,532 ","111,072"
The Jesus Music,Documentary,"$1,016,725 ","110,875"
Come Play,Horror,"$970,450 ","105,829"
A Rescue of Little Eggs,Comedy,"$927,154 ","101,107"
Witnesses,Drama,"$855,765 ","93,322"
The Alpinist,Documentary,"$844,743 ","92,120"
Four Good Days,Drama,"$837,849 ","91,368"
The Mauritanian,Drama,"$836,536 ","91,225"
Blue Bayou,Drama,"$788,675 ","86,006"
The Rescue,Documentary,"$787,460 ","85,873"
Lamb of God: The Concert Film,Concert/Perfor...,"$744,812 ","81,222"
French Exit,Comedy,"$741,895 ","80,904"
Red Rocket,Drama,"$709,460 ","77,367"
Nine Days,Drama,"$694,849 ","75,774"
Our Friend,Drama,"$657,511 ","71,702"
The Sparks Brothers,Documentary,"$648,665 ","70,738"
Met Opera: Fire Shut Up in ...,Concert/Perfor...,"$610,000 ","66,521"
The Matrix,Action,"$596,998 ","65,103"
Werewolves Within,Horror,"$575,783 ","62,789"
City of Lies,Drama,"$572,493 ","62,431"
Anita,Drama,"$535,596 ","58,407"
The Truffle Hunters,Documentary,"$521,202 ","56,837"
Ghostbusters,Comedy,"$504,855 ","55,055"
Courageous,Drama,"$495,002 ","53,980"
For the Love of Money,Drama,"$480,774 ","52,429"
National Champions,Drama,"$475,488 ","51,852"
Jathi Ratnalu,Comedy,"$460,000 ","50,163"
Tenet,Action,"$459,940 ","50,157"
Top Gun,Action,"$457,577 ","49,899"
The Lost Leonardo,Documentary,"$445,740 ","48,608"
2021 Oscar Shorts,Multiple Genres,"$443,050 ","48,315"
Flag Day,Drama,"$424,667 ","46,310"
Willy's Wonderland,Horror,"$418,286 ","45,614"
Crisis,Thriller/Suspense,"$409,363 ","44,641"
Julia,Documentary,"$390,565 ","42,591"
Raging Fire,Action,"$385,305 ","42,017"
Ghost in the Shell,Action,"$373,169 ","40,694"
The Dry,Thriller/Suspense,"$364,397 ","39,737"
The Water Man,Drama,"$354,087 ","38,613"
Bo Gia,Comedy,"$350,000 ","38,167"
World War Z,Action,"$347,000 ","37,840"
Escape From Mogadishu,Action,"$342,598 ","37,360"
Benedetta,Drama,"$336,050 ","36,646"
The Emperor's New Groove,Adventure,"$334,000 ","36,423"
The Battle at Lake Changjin,Action,"$333,214 ","36,337"
Freaky,Horror,"$328,795 ","35,856"
Drive My Car,Drama,"$328,721 ","35,847"
Dutch,Thriller/Suspense,"$323,167 ","35,241"
Final Account,Documentary,"$308,976 ","33,694"
New Order,Thriller/Suspense,"$304,167 ","33,169"
India Sweets and Spices,Comedy,"$288,714 ","31,484"
Blithe Spirit,Comedy,"$282,499 ","30,806"
American Skin,Drama,"$282,332 ","30,788"
I'm Your Man,Comedy,"$275,158 ","30,006"
A Mouthful of Air,Drama,"$269,435 ","29,382"
Rita Moreno: Just a Girl Wh...,Documentary,"$264,626 ","28,857"
Délicieux,Comedy,"$259,610 ","28,310"
Weathering With You,Drama,"$257,933 ","28,127"
Once I Was Engaged,Comedy,"$254,775 ","27,783"
Murder in the Woods,Horror,"$241,906 ","26,380"
Supernova,Drama,"$234,220 ","25,541"
Becoming Cousteau,Documentary,"$232,285 ","25,330"
Half Brothers,Comedy,"$225,830 ","24,627"
Limbo,Drama,"$224,405 ","24,472"
Doctor,Action,"$220,000 ","23,991"
Promare,Adventure,"$215,318 ","23,480"
Together,Comedy,"$214,390 ","23,379"
La piscine,Drama,"$211,467 ","23,060"
Ailey,Documentary,"$204,512 ","22,302"
Groundhog Day,Romantic Comedy,"$200,989 ","21,918"
The Resort,Horror,"$191,996 ","20,937"
Earwig and the Witch,Adventure,"$173,704 ","18,942"
Beans,Drama,"$171,208 ","18,670"
I Carry You With Me,Drama,"$166,403 ","18,146"
Shiva Baby,Comedy,"$159,294 ","17,371"
Heaven,Drama,"$148,091 ","16,149"
Wolf,Drama,"$147,595 ","16,095"
SAS: Red Notice,Action,"$146,329 ","15,957"
Bergman Island,Drama,"$145,191 ","15,833"
Mass,Drama,"$145,175 ","15,831"
The Reckoning,Horror,"$143,532 ","15,652"
Held,Horror,"$142,817 ","15,574"
No Man's Land,Western,"$139,221 ","15,182"
Six Minutes to Midnight,Thriller/Suspense,"$132,500 ","14,449"
Tadap,Action,"$130,934 ","14,278"
Gaia,Horror,"$126,126 ","13,754"
Swan Song,Drama,"$126,110 ","13,752"
The Djinn,Horror,"$124,649 ","13,593"
Walking with Herb,Comedy,"$120,226 ","13,110"
Parallel Mothers,Drama,"$119,728 ","13,056"
Shadow in the Cloud,Action,"$117,815 ","12,847"
Gunda,Documentary,"$113,591 ","12,387"
The World to Come,Drama,"$113,079 ","12,331"
The Paper Tigers,Action,"$112,691 ","12,289"
Small Engine Repair,Drama,"$110,995 ","12,104"
Lupin III: The First,Adventure,"$109,356 ","11,925"
The Loneliest Whale: The Se...,Documentary,"$107,799 ","11,755"
Tango Shalom,Comedy,"$102,651 ","11,194"
The Misfits,Thriller/Suspense,"$100,671 ","10,978"
The Souvenir Part II,Drama,"$98,929 ","10,788"
Safer at Home,Thriller/Suspense,"$95,643 ","10,429"
Psycho Goreman,Horror,"$95,100 ","10,370"
Censor,Horror,"$90,050 ","9,820"
Mission Stories,Drama,"$87,059 ","9,493"
On Broadway,Documentary,"$82,733 ","9,022"
Abominable,Adventure,"$82,125 ","8,955"
Children of the Sea,Adventure,"$81,237 ","8,858"
Undine,Drama,"$79,174 ","8,634"
Riders of Justice,Comedy,"$77,115 ","8,409"
In Balanchine's Classroom,Documentary,"$76,650 ","8,358"
Language Lessons,Drama,"$73,257 ","7,988"
CatVideoFest 2021,Documentary,"$73,015 ","7,962"
The Killing of Two Lovers,Drama,"$72,110 ","7,863"
Summertime,Drama,"$72,012 ","7,852"
Summer of 85,Drama,"$71,788 ","7,828"
Demonic,Horror,"$71,334 ","7,779"
Hard Luck Love Song,Drama,"$69,496 ","7,578"
Wife of a Spy,Thriller/Suspense,"$69,464 ","7,575"
Remember the Titans,Drama,"$65,000 ","7,088"
Silo,Drama,"$62,873 ","6,856"
The First Wave,Documentary,"$62,376 ","6,802"
Come True,Horror,"$62,080 ","6,769"
Lansky,Thriller/Suspense,"$61,030 ","6,655"
Kurt Vonnegut: Unstuck in Time,Documentary,"$60,389 ","6,585"
Alien,Horror,"$60,000 ","6,543"
Bad Luck Banging or Loony Porn,Comedy,"$57,766 ","6,299"
Flee,Documentary,"$56,267 ","6,135"
Without Getting Killed or C...,Documentary,"$55,333 ","6,034"
Son,Horror,"$55,068 ","6,005"
Christmas Vs The Walters,Comedy,"$54,827 ","5,978"
My Salinger Year,Drama,"$54,730 ","5,968"
Truman & Tennessee: An Inti...,Documentary,"$54,149 ","5,905"
The Nowhere Inn,Comedy,"$54,094 ","5,899"
Azor,Drama,"$53,932 ","5,881"
Ema,Drama,"$53,437 ","5,827"
Always & Forever,Thriller/Suspense,"$53,302 ","5,812"
Dara Of Jasenovac,Drama,"$52,786 ","5,756"
My Zoe,Thriller/Suspense,"$52,733 ","5,750"
About Endlessness,Drama,"$51,386 ","5,603"
The Vigil,Horror,"$50,439 ","5,500"
Last Call,Comedy,"$48,144 ","5,250"
Who You Think I Am,Drama,"$45,265 ","4,936"
MLK/FBI,Documentary,"$45,200 ","4,929"
Some Kind of Heaven,Documentary,"$45,068 ","4,914"
Death Rider in the House of...,Horror,"$44,736 ","4,878"
Another Round,Drama,"$43,267 ","4,718"
Old Henry,Western,"$42,068 ","4,587"
Senior Moment,Comedy,"$41,598 ","4,536"
Little Fish,Drama,"$39,053 ","4,258"
"All Light, Everywhere",Documentary,"$37,266 ","4,063"
Heart of Champions,Romantic Comedy,"$37,000 ","4,034"
The Human Factor,Documentary,"$36,693 ","4,001"
Schemes in Antiques,Thriller/Suspense,"$36,501 ","3,980"
Jurassic World,Action,"$36,000 ","3,925"
Luzzu,Drama,"$35,952 ","3,920"
Falling for Figaro,Romantic Comedy,"$35,910 ","3,916"
Youngest Evangelist And The...,Drama,"$35,750 ","3,898"
Mainstream,Comedy,"$35,481 ","3,869"
Cryptozoo,Adventure,"$33,765 ","3,682"
Confetti,Drama,"$33,500 ","3,653"
Bloody Hell,Horror,"$33,170 ","3,617"
The God Committee,Thriller/Suspense,"$32,934 ","3,591"
Yakuza Princess,Thriller/Suspense,"$32,124 ","3,503"
Monday,Drama,"$30,932 ","3,373"
The Beta Test,Thriller/Suspense,"$30,520 ","3,328"
The Hidden Life of Trees,Documentary,"$30,239 ","3,297"
The Perfect Candidate,Drama,"$30,134 ","3,286"
Golden Voices,Romantic Comedy,"$29,945 ","3,265"
Trigger Point,Action,"$29,262 ","3,191"
Settlers,Western,"$29,183 ","3,182"
Mama Weed,Comedy,"$29,151 ","3,178"
France,Comedy,"$29,015 ","3,164"
Holler,Drama,"$28,706 ","3,130"
Prisoners of the Ghostland,Action,"$28,204 ","3,075"
"Ma Belle, My Beauty",Drama,"$27,744 ","3,025"
Jakob's Wife,Horror,"$27,588 ","3,008"
Our Ladies,Comedy,"$27,558 ","3,005"
The Scary of Sixty First,Horror,"$27,316 ","2,978"
The Night,Thriller/Suspense,"$26,136 ","2,850"
John and the Hole,Thriller/Suspense,"$25,386 ","2,768"
Moffie,Drama,"$24,520 ","2,673"
The Violent Heart,Thriller/Suspense,"$23,614 ","2,575"
The Ladykillers,Comedy,"$23,213 ","2,531"
Gully,Drama,"$22,517 ","2,455"
A Soldier's Story 2: Return...,Action,"$21,543 ","2,349"
Dating & New York,Romantic Comedy,"$21,515 ","2,346"
What do we See When we Look...,Drama,"$21,443 ","2,338"
Nights of Cabiria,Drama,"$21,148 ","2,306"
The Novice,Thriller/Suspense,"$20,520 ","2,237"
Archenemy,Action,"$20,282 ","2,211"
Harper,Drama,"$20,268 ","2,210"
Mandibles,Comedy,"$19,913 ","2,171"
Delete History,Comedy,"$19,390 ","2,114"
Halloween,Horror,"$19,000 ","2,071"
Mystery of the Kingdom of God,Adventure,"$17,316 ","1,888"
How It Ends,Comedy,"$16,104 ","1,756"
Never Gonna Snow Again,Comedy,"$16,049 ","1,750"
First Date,Comedy,"$15,974 ","1,741"
Equal Standard,Action,"$15,938 ","1,738"
The Laws Of The Universe - ...,Adventure,"$15,750 ","1,717"
Even in Dreams,Drama,"$15,671 ","1,708"
No Ordinary Man,Documentary,"$15,508 ","1,691"
Counter Column,Drama,"$15,269 ","1,665"
Best Sellers,Comedy,"$15,243 ","1,662"
We Broke Up,Romantic Comedy,"$15,063 ","1,642"
All My Life,Drama,"$14,350 ","1,565"
Writing With Fire,Documentary,"$14,150 ","1,543"
Death of a Ladies' Man,Drama,"$14,032 ","1,530"
American Traitor: The Trial...,Drama,"$14,000 ","1,526"
Secret Agent Dingledorf and...,Comedy,"$13,760 ","1,500"
Hive,Drama,"$13,755 ","1,500"
We Need to Do Something,Horror,"$13,589 ","1,481"
Bring Your Own Brigade,Documentary,"$13,375 ","1,459"
Stray,Documentary,"$13,325 ","1,453"
Storm Lake,Documentary,"$13,028 ","1,420"
Lydia Lunch: The War is Nev...,Documentary,"$12,948 ","1,411"
The Meaning of Hitler,Documentary,"$12,804 ","1,396"
Lorelei,Drama,"$12,642 ","1,378"
State Funeral,Documentary,"$12,424 ","1,354"
The Year of the Everlasting...,Multiple Genres,"$12,245 ","1,335"
Sweat,Drama,"$11,546 ","1,259"
Hunter Hunter,Horror,"$11,409 ","1,244"
The Aerialist,Drama,"$11,010 ","1,200"
Sabaya,Documentary,"$10,450 ","1,139"
The Incredible 25th Year of...,Comedy,"$10,368 ","1,130"
Let Him Go,Thriller/Suspense,"$10,085 ","1,100"
Petite fille,Documentary,"$10,047 ","1,095"
